m_PLU_NN,år,31486,ögonen,24072,människor,16894,gånger,16815,fall,16586,händerna,15910,saker,15398,ögon,15124,minuter,13497,folk,12447,pengar,11488,dagar,11082,timmar,10662,barn,10391,män,9407
m_UTR_JJ,själv,55198,annan,23527,liten,21507,stor,17082,egen,16250,okej,14891,ensam,13320,lång,13102,säker,12792,tyst,11400,ny,11183,rädd,11125,gammal,10618,sådan,9429,glad,7786
m_IND_JJ,själv,55204,annan,23527,annat,22546,liten,21507,okej,17735,flera,17590,stor,17082,svårt,14135,tyst,13595,ensam,13326,lång,13102,säker,12792,klart,11423,ny,11183,rädd,11152
m_NEU_JJ,annat,22546,svårt,14135,klart,11423,nytt,10940,möjligt,8458,lite,7969,eget,7361,stort,7141,litet,6669,mycket,6520,lätt,6218,vanligt,6139,ont,5946,sant,5632,sådant,5066
m_PLU_JJ,andra,22081,många,20797,flera,17590,båda,12711,små,12284,stora,12124,olika,11037,nya,8116,gamla,7257,fler,6770,egna,6664,flesta,5412,vita,5294,svarta,4958,långa,4941
m_UTR/NEU_PS,hans,127796,hennes,103892,sina,49074,deras,28805,mina,20632,våra,8073,dina,7781,dess,6752,era,2324,ens,1920,andras,1258,varandras,1059,allas,789,annans,732,varsin,573
m_SIN/PLU_PS,hans,127796,hennes,103892,deras,28805,dess,6752,ens,1920,andras,1257,varandras,1059,allas,789,annans,732,varsin,621,annas,339,ninas,317,folks,165,alices,165,dennes,134
m_DEF_PS,hans,127796,sin,112065,hennes,103892,min,66164,sina,49074,sitt,48753,din,30238,deras,28805,mitt,25210,mina,20632,vår,10873,ditt,9874,våra,8073,dina,7781,dess,6752
m_IMP_VB,kom,8849,tänk,6703,ta,5641,låt,5350,säg,3755,se,3350,titta,2261,vänta,2212,ge,2045,lägg,1794,gå,1457,håll,1448,tack,1329,glöm,1314,ring,1298
m_NEU_HP,vad,174664,vilket,11719,fan,2083,vart,135,sjutton,97,vafan,96,vem,29,tusan,19,vadå,18,vari,4,va,4,du…,3,yusef,2,så…,2,skit,2
m_SIN_HP,vad,174664,vem,27825,vilket,11719,fan,2129,vilken,1535,vart,135,hurdan,101,vafan,99,sjutton,98,vadå,24,tusan,19,ers,5,yusef,4,vari,4,va,4
m_IND_HP,vad,174664,vem,27826,vilket,11719,vilka,3856,fan,2129,vilken,1535,vart,135,hurdan,101,vafan,99,sjutton,98,vadå,24,tusan,19,yusef,4,vari,4,va,4
m_PLU_PS,sina,49074,mina,20632,våra,8073,dina,7781,era,2320,er,119,offrens,90,mäns,51,evas,39,amys,34,stans,12,edra,11,sinom,6,noahs,5,jennys,5
m_IND_PN,man,91216,något,71989,allt,48522,någon,45697,en,30813,alla,26055,ingen,25258,ingenting,20549,inget,16385,andra,16124,var,13301,någonting,12783,många,6976,nåt,5606,allting,5388
m_PLU_PN,de,249915,vi,210591,dem,92085,oss,41074,alla,26055,varandra,21061,andra,16003,dom,14315,många,6976,några,5095,er,4499,båda,4122,sådana,2016,fler,1927,flera,1730
m_UTR_PC,tvungen,7196,klädd,4011,förvånad,3737,intresserad,3222,övertygad,2950,beredd,2946,galen,2531,irriterad,2308,misstänkt,2288,gift,1918,upptagen,1902,mördad,1838,förvirrad,1764,lättad,1696,försvunnen,1693
m_SIN/PLU_DT,samma,34876,vartenda,476,varsin,245,noll,5,vareviga,2,tvåhundra,2,varenda,1,ock,1,ekande,1,cias,1,ambers,1,adva,1,-,0,-,0,-,0
m_MAS_JJ,gamle,2384,unge,2141,andre,1790,lille,1533,fars,1270,gode,966,ende,947,döde,806,ene,625,nye,549,förste,547,bäste,526,äldste,434,store,422,synlig,373
m_PRS_PC,levande,2715,liknande,2267,frågande,2263,spännande,1869,sittande,1705,lugnande,1470,rasande,1453,darrande,1300,hängande,1291,avgörande,1260,liggande,1226,beroende,1208,skrämmande,1197,gående,1195,försvinnande,1168
m_SIN/PLU_PC,levande,2715,liknande,2267,frågande,2263,spännande,1869,sittande,1705,lugnande,1470,rasande,1453,darrande,1300,hängande,1291,avgörande,1260,liggande,1226,beroende,1208,skrämmande,1197,gående,1195,försvinnande,1168
m_SUV_AB,helst,17159,mest,14422,sist,6977,minst,5827,knappast,5353,längst,5173,närmast,3510,högst,3087,senast,2758,bäst,2306,oftast,1860,ytterst,1498,främst,1010,innerst,772,överst,550
m_GEN_PM,knutas,1540,guds,1500,stockholms,1300,sveriges,1251,grens,1168,s,1002,tobias,803,saras,738,lukas,688,eriks,600,henriks,595,emmas,582,martins,568,patriks,545,johans,535
m_-_NN,dags,17444,morse,9648,synes,4125,somras,2320,igår,2068,rätta,1681,fredags,1549,våras,1308,hast,1081,förrgår,939,återvändo,868,fjol,764,minnes,699,vintras,656,fullo,623
m_KOM_JJ,bättre,14429,större,8886,äldre,7238,mer,7049,värre,5109,mindre,3892,yngre,3306,högre,3019,längre,2438,lättare,2435,hårdare,2013,inre,1968,tidigare,1940,snabbare,1937,starkare,1871
m_SUV_JJ,sista,19631,bästa,9923,senaste,9088,flesta,5412,minsta,4612,värsta,4332,största,4121,mesta,3086,bäst,3074,närmaste,3025,högsta,1803,viktigaste,1558,översta,1233,yttersta,839,äldsta,771
