id,isbn,title,all_authors,author_gender,publisher,publication_date,format,category,all_narrators,narrator_gender,hb_year,hb_pos,pb_year,pb_pos,str_year,str_pos
SvB_BS_072,9789164232519,Hundraåringen som klev ut genom fönstret och försvann,Jonas Jonasson,M,Piratförlaget,2009-09-01,bestseller,OTHER,Björn Granath,M,2009,7,na,na,na,na
SvB_BS_073,9789173482912,Den dubbla tystnaden,Mari Jungstedt,F,Bonnier Audio,2009-06-08,bestseller,CRIME,Katarina Ewerlöf,F,2009,8,na,na,na,na
SvB_BS_074,9789173481779,Den mörka ängeln,Mari Jungstedt,F,Bonnier Audio,2008-06-24,bestseller,CRIME,Katarina Ewerlöf,F,no,no,2009,20,na,na
SvB_BS_075,9789170362897,Sommardöden,Mons Kallentoft,M,Storyside,2008-05-01,bestseller,CRIME,Torsten Wahlund,M,no,no,2009,8,na,na
SvB_BS_076,9789176513484,Snömannen,Jo Nesbø,M,Bonnier Audio,2017-01-30,bestseller,CRIME,Jonas Malmsjö,M,no,no,2009,14,na,na
SvB_BS_077,9789173484220,Paganinikontraktet,Lars Kepler,2,Bonnier Audio,2010-07-15,bestseller,CRIME,Jonas Malmsjö,M,2010,4,na,na,na,na
SvB_BS_078,9789173483964,Blodläge,Johan Theorin,M,Bonnier Audio,2010-04-29,bestseller,CRIME,Magnus Krepper,M,2010,6,na,na,na,na
SvB_BS_079,9789173484329,Den döende detektiven,Leif G.W. Persson,M,Bonnier Audio,2010-08-13,bestseller,CRIME,Peter Andersson,M,2010,7,na,na,na,na
SvB_BS_080,9789164232540,Postcard Killers,Liza Marklund,F,Piratförlaget,2010-01-01,bestseller,CRIME,Reine Brynolfsson,M,2010,10,na,na,na,na
SvB_BS_081,9789164232328,1222 över havet,Anne Holt,F,Piratförlaget,2008-10-01,bestseller,CRIME,Marie Richardson,F,no,no,2010,9,na,na
SvB_BS_082,9789113024837,Bara vanligt vatten,Kajsa Ingemarsson,F,Norstedts,2009-04-01,bestseller,OTHER,Kajsa Ingemarsson,F,no,no,2010,15,na,na
SvB_BS_083,9789170369698,Boktjuven,Markus Zusak,M,Storyside,2018-09-13,bestseller,OTHER,Björn Pedersen,M,no,no,2010,6,na,na
SvB_BS_084,9789186223168,Igelkottens elegans,Muriel Barbery,F,Word Audio Publishing,2010-10-01,bestseller,OTHER,Kerstin Andersson,F,2009,12,na,na,na,na
SvB_BS_085,9789170363979,Höstoffer,Mons Kallentoft,M,Storyside,2009-05-01,bestseller,CRIME,Torsten Wahlund,M,no,no,2010,7,na,na
SvB_BS_086,9789173482578,I den innersta kretsen,Viveca Sten,F,Bonnier Audio,2009-04-08,bestseller,CRIME,Katarina Ewerlöf,F,no,no,2010,11,na,na
SvB_BS_087,9789173485630,Eldvittnet,Lars Kepler,2,Bonnier Audio,2011-11-11,bestseller,CRIME,Jonas Malmsjö,M,2011,1,na,na,na,na
SvB_BS_088,9789173485432,Änglamakerskan,Camilla Läckberg,F,Bonnier Audio,2011-09-19,bestseller,CRIME,Katarina Ewerlöf,F,2011,2,na,na,na,na
SvB_BS_089,9789186719043,En dag,David Nicholls,M,A Nice Noise,2010-11-01,bestseller,OTHER,Anders Ekborg,M,no,no,2011,2,na,na
SvB_BS_090,9789173485227,Livet deluxe,Jens Lapidus,M,Bonnier Audio,2011-06-10,bestseller,CRIME,Jonas Malmsjö,M,2011,3,na,na,na,na
SvB_BS_091,9789164232731,Brobyggarna,Jan Guillou,M,Piratförlaget,2011-09-01,bestseller,OTHER,Tomas Bolme,M,2011,5,na,na,na,na
SvB_BS_092,9789173484879,Niceville,Kathryn Stockett,F,Bonnier Audio,2010-09-15,bestseller,OTHER,Anna Maria Käll,F,no,no,2011,5,na,na
SvB_BS_093,9789164232779,"Du gamla, du fria",Liza Marklund,F,Piratförlaget,2011-11-01,bestseller,CRIME,"Aila Svedberg, Eva Röse, Kauko Helovirta",2,2011,7,na,na,na,na
SvB_BS_094,9789176513453,Pansarhjärta,Jo Nesbø,M,Bonnier Audio,2017-02-24,bestseller,CRIME,Jonas Malmsjö,M,2010,14,na,na,na,na
SvB_BS_095,9789173485210,Det fjärde offret,Mari Jungstedt,F,Bonnier Audio,2011-05-17,bestseller,CRIME,Katarina Ewerlöf,F,2011,11,na,na,na,na
SvB_BS_096,9789113030234,Drömmen förde dej vilse,Anna Jansson,F,Norstedts,2010-05-01,bestseller,CRIME,Marie Richardson,F,no,no,2011,11,na,na
SvB_BS_097,9789173485685,Grand final i skojarbranschen,Kerstin Ekman,F,Bonnier Audio,2011-10-07,bestseller,OTHER,Katarina Ewerlöf,F,2011,12,na,na,na,na
SvB_BS_098,9789113033334,Det fördolda,"Hans Rosenfeldt, Michael Hjorth",M,Norstedts,2010-08-01,bestseller,CRIME,Niklas Falk,M,no,no,2011,12,na,na
SvB_BS_099,9789176513576,Huvudjägarna,Jo Nesbø,M,Bonnier Audio,2016-10-04,bestseller,CRIME,Jonas Malmsjö,M,no,no,2011,13,na,na
SvB_BS_100,9789113036564,Spill,Sigrid Combüchen,F,Norstedts,2016-06-10,bestseller,PRESTIGE,Irene Lindh,F,2011,13,na,na,na,na
SvB_BS_101,9789173485548,Sankta Psyko,Johan Theorin,M,Bonnier Audio,2011-09-29,bestseller,CRIME,Magnus Krepper,M,2011,15,na,na,na,na
SvB_BS_102,9789164232618,Tusenskönor,Kristina Ohlsson,F,Piratförlaget,2010-08-01,bestseller,CRIME,Mirja Turestedt,F,no,no,2011,16,na,na
SvB_BS_103,9789173483872,I grunden utan skuld,Viveca Sten,F,Bonnier Audio,2010-03-24,bestseller,CRIME,Anna Maria Käll,F,no,no,2011,17,na,na
SvB_BS_104,9789173485203,I natt är du död,Viveca Sten,F,Bonnier Audio,2011-04-11,bestseller,CRIME,Katarina Ewerlöf,F,2011,17,na,na,na,na
SvB_BS_105,9789170366369,Den femte årstiden,Mons Kallentoft,M,Storyside,2011-06-01,bestseller,CRIME,Torsten Wahlund,M,2011,18,na,na,na,na
SvB_BS_106,9789173485371,Utrensning,Sofi Oksanen,F,Bonnier Audio,2010-12-01,bestseller,PRESTIGE,Gunilla Nyroos,F,no,no,2011,19,na,na
SvB_BS_107,9789173485647,Ensamma hjärtan och hemlösa hundar,Lucy Dillon,F,Bonnier Audio,2012-06-01,bestseller,OTHER,Katarina Ewerlöf,F,no,no,2011,20,na,na
SvB_BS_108,9789173484800,Strindbergs stjärna,Jan Wallentin,M,Bonnier Audio,2010-10-01,bestseller,CRIME,Johan Rabaeus,M,2011,20,na,na,na,na
SvB_BS_109,9789173486576,Sandmannen,Lars Kepler,2,Bonnier Audio,2012-11-09,bestseller,CRIME,Jonas Malmsjö,M,2012,2,na,na,na,na
SvB_BS_110,9789164232687,Änglavakter,Kristina Ohlsson,F,Piratförlaget,2011-04-01,bestseller,CRIME,Mirja Turestedt,F,no,no,2012,2,na,na
SvB_BS_111,9789113038292,Någonstans inom oss,Kajsa Ingemarsson,F,Norstedts,2011-07-01,bestseller,OTHER,Kajsa Ingemarsson,F,no,no,2012,4,na,na
SvB_BS_112,9789113045832,Torka aldrig tårar utan handskar: 1. Kärleken,Jonas Gardell,M,Norstedts,2012-08-01,bestseller,OTHER,Jonas Gardell,M,2012,4,na,na,na,na
SvB_BS_114,9789164232861,Dandy,Jan Guillou,M,Piratförlaget,2012-09-01,bestseller,OTHER,Tomas Bolme,M,2012,5,na,na,na,na
SvB_BS_115,9789173486224,Den sista akten,Mari Jungstedt,F,Bonnier Audio,2012-05-15,bestseller,CRIME,Katarina Ewerlöf,F,2012,6,na,na,na,na
SvB_BS_117,9789164232830,Två soldater,Roslund & Hellström,M,Piratförlaget,2012-05-01,bestseller,CRIME,Peter Andersson,M,2012,7,na,na,na,na
SvB_BS_118,9789113038308,Lärjungen,"Hans Rosenfeldt, Michael Hjorth",M,Norstedts,2011-08-01,bestseller,CRIME,Niklas Falk,M,no,no,2012,9,na,na
SvB_BS_119,9789173486194,I stundens hetta,Viveca Sten,F,Bonnier Audio,2012-06-15,bestseller,CRIME,Katarina Ewerlöf,F,2012,9,na,na,na,na
SvB_BS_120,9789173484930,Till offer åt Molok,Åsa Larsson,F,Bonnier Audio,2012-03-20,bestseller,CRIME,Åsa Larsson,F,2012,11,na,na,na,na
SvB_BS_121,9789176513545,Gengångare,Jo Nesbø,M,Bonnier Audio,2017-02-24,bestseller,CRIME,Jonas Malmsjö,M,2012,11,na,na,na,na
SvB_BS_122,9789173486606,En man som heter Ove,Fredrik Backman,M,Bonnier Audio,2012-08-27,bestseller,OTHER,Torsten Wahlund,M,2012,13,na,na,na,na
SvB_BS_123,9789113046013,Fjällgraven,"Hans Rosenfeldt, Michael Hjorth",M,Norstedts,2012-10-01,bestseller,CRIME,Niklas Falk,M,2012,14,na,na,na,na
SvB_BS_124,9789113039077,Helgonet,Carin Gerhardsen,F,Norstedts,2011-06-01,bestseller,CRIME,Katarina Ewerlöf,F,no,no,2012,15,na,na
SvB_BS_126,9789170367281,Felicia försvann,Felicia Feldt,F,Storyside,2012-01-01,bestseller,OTHER,"Julia Dufvenius, Wietske Janssen",F,2012,17,na,na,na,na
SvB_BS_129,9789173486415,Vattenänglar,Mons Kallentoft,M,Bonnier Audio,2012-08-06,bestseller,CRIME,Torsten Wahlund,M,2012,20,na,na,na,na
SvB_BS_130,9789187343742,Livet efter dig,Jojo Moyes,F,Printz Publishing,2015-06-26,bestseller,OTHER,Gunilla Leining,F,no,no,2013,2,na,na
SvB_BS_131,9789173487115,Inferno,Dan Brown,M,Bonnier Audio,2013-05-14,bestseller,CRIME,Jonas Malmsjö,M,2013,4,na,na,na,na
SvB_BS_132,9789186719432,Little Bee,Chris Cleave,M,A Nice Noise,2012-05-01,bestseller,OTHER,Malena Laszlo,F,no,no,2013,5,na,na
SvB_BS_133,9789173483025,Den sanna historien om Pinocchios näsa : en roman om ett brott,Leif G.W. Persson,M,Bonnier Audio,2013-09-26,bestseller,CRIME,Peder Falk,M,2013,5,na,na,na,na
SvB_BS_134,9789164232960,Analfabeten som kunde räkna,Jonas Jonasson,M,Piratförlaget,2013-09-01,bestseller,OTHER,Björn Granath,M,2013,6,na,na,na,na
SvB_BS_135,9789113056012,Innan floden tar oss,Helena Thorfinn,F,Norstedts,2013-06-01,bestseller,OTHER,Jens Lindvall,M,no,no,2013,6,na,na
SvB_BS_136,9789164232953,Mellan rött och svart,Jan Guillou,M,Piratförlaget,2013-09-01,bestseller,OTHER,Tomas Bolme,M,2013,7,na,na,na,na
SvB_BS_137,9789164232823,Paradisoffer,Kristina Ohlsson,F,Piratförlaget,2012-04-01,bestseller,CRIME,Mirja Turestedt,F,no,no,2013,7,na,na
SvB_BS_138,9789173486903,Du går inte ensam,Mari Jungstedt,F,Bonnier Audio,2013-05-03,bestseller,CRIME,Katarina Ewerlöf,F,2013,8,na,na,na,na
SvB_BS_139,9789164232977,Lyckliga gatan,Liza Marklund,F,Piratförlaget,2013-10-01,bestseller,CRIME,Marie Richardson,F,2013,9,na,na,na,na
SvB_BS_140,9789113041100,När skönheten kom till Bro,Anna Jansson,F,Norstedts,2012-03-01,bestseller,CRIME,Marie Richardson,F,no,no,2013,10,na,na
SvB_BS_141,9789176513477,Polis,Jo Nesbø,M,Bonnier Audio,2017-02-24,bestseller,CRIME,Jonas Malmsjö,M,2013,10,na,na,na,na
SvB_BS_142,9789170365546,För mycket lycka,Alice Munro,F,Storyside,2010-08-01,bestseller,PRESTIGE,Helena Brodin,F,no,no,2013,11,na,na
SvB_BS_143,9789173486507,Kaffe med rån,Catharina Ingelman-Sundberg,F,Bonnier Audio,2012-08-01,bestseller,CRIME,Helge Skoog,M,no,no,2013,12,na,na
SvB_BS_144,9789173486910,I farans riktning,Viveca Sten,F,Bonnier Audio,2013-05-20,bestseller,CRIME,Katarina Ewerlöf,F,2013,12,na,na,na,na
SvB_BS_145,9789173487221,Min mormor hälsar och säger förlåt,Fredrik Backman,M,Bonnier Audio,2013-09-24,bestseller,OTHER,Anna Maria Käll,F,2013,13,na,na,na,na
SvB_BS_146,9789186615970,Mörka platser,Gillian Flynn,F,Word Audio Publishing,2012-11-01,bestseller,CRIME,Anna Maria Käll,F,no,no,2013,13,na,na
SvB_BS_147,9789113044101,Gideons ring,Carin Gerhardsen,F,Norstedts,2012-05-01,bestseller,CRIME,Katarina Ewerlöf,F,no,no,2013,14,na,na
SvB_BS_148,9789173486996,Och bergen svarade,Khaled Hosseini,M,Bonnier Audio,2013-06-03,bestseller,OTHER,Björn Granath,M,2013,14,na,na,na,na
SvB_BS_149,9789178272488,Flaskpost från P,Jussi Adler-Olsen,M,Bonnier Audio,2012-04-01,bestseller,CRIME,Stefan Sauk,M,no,no,2013,15,na,na
SvB_BS_150,9789113047003,Torka aldrig tårar utan handskar: 2. Sjukdomen,Jonas Gardell,M,Norstedts,2013-01-01,bestseller,OTHER,Jonas Gardell,M,2013,15,na,na,na,na
SvB_BS_151,9789127139534,Egenmäktigt förfarande : En roman om kärlek,Lena Andersson,F,Natur & Kultur,2013-12-01,bestseller,PRESTIGE,Lena Andersson,F,2013,16,na,na,na,na
SvB_BS_152,9789170368608,Handen : ett fall för Wallander,Henning Mankell,M,Storyside,2013-08-01,bestseller,CRIME,Krister Henriksson,M,2013,18,na,na,na,na
SvB_BS_153,9789173487214,Rörgast,Johan Theorin,M,Bonnier Audio,2013-10-01,bestseller,CRIME,Magnus Roosmann,M,2013,20,na,na,na,na
SvB_BS_154,9789164233028,Att inte vilja se,Jan Guillou,M,Piratförlaget,2014-08-28,bestseller,OTHER,Tomas Bolme,M,2014,2,na,na,na,na
SvB_BS_155,9789173488617,Stalker,Lars Kepler,2,Bonnier Audio,2014-10-24,bestseller,CRIME,Jonas Malmsjö,M,2014,1,2015,13,2015,2
SvB_BS_156,9789175230269,Gone Girl,Gillian Flynn,F,Word Audio Publishing,2013-08-01,bestseller,CRIME,Anna Maria Käll,F,no,no,2015,16,no,no
SvB_BS_157,9789173488631,Lejontämjaren,Camilla Läckberg,F,Bonnier Audio,2014-11-17,bestseller,CRIME,Katarina Ewerlöf,F,2014,3,no,no,2015,7
SvB_BS_158,9789173488020,VIP-rummet,Jens Lapidus,M,Bonnier Audio,2014-06-03,bestseller,CRIME,Jonas Malmsjö,M,2015,14,no,no,no,no
SvB_BS_159,9789188261175,Sophies historia,Jojo Moyes,F,Printz Publishing,2015-11-19,bestseller,OTHER,Gunilla Leining,F,no,no,2014,5,na,na
SvB_BS_160,9789127141919,Utan personligt ansvar,Lena Andersson,F,Natur & Kultur,2014-10-30,bestseller,OTHER,Anna Godenius,F,2014,6,na,na,na,na
SvB_BS_161,9789176513552,Sonen,Jo Nesbø,M,Bonnier Audio,2016-10-04,bestseller,CRIME,Christian Fex,M,2014,7,2015,20,no,no
SvB_BS_162,9789113050737,Än klappar hjärtan,Helena von Zweigbergk,F,Norstedts,2013-09-01,bestseller,OTHER,Helena von Zweigbergk,F,no,no,2014,8,na,na
SvB_BS_163,9789170369506,Jag heter inte Miriam,Majgull Axelsson,F,Storyside,2014-03-17,bestseller,OTHER,Katarina Ewerlöf,F,2014,9,2015,6,no,no
SvB_BS_165,9789113067445,De underkända,"Hans Rosenfeldt, Michael Hjorth",M,Norstedts,2015-10-15,bestseller,CRIME,Niklas Falk,M,2015,19,na,na,2015,8
SvB_BS_166,9789164233189,Blå stjärnan,Jan Guillou,M,Piratförlaget,2015-09-03,bestseller,OTHER,Tomas Bolme,M,2015,6,na,na,no,no
SvB_BS_167,9789113060798,Det som inte dödar oss : Millennium 4,David Lagercrantz,M,Norstedts,2015-09-10,bestseller,CRIME,Stefan Sauk,M,2015,1,2016,14,2015,1
SvB_BS_168,9789173488594,Bombmakaren och hans kvinna,Leif G.W. Persson,M,Bonnier Audio,2015-07-27,bestseller,CRIME,Reine Brynolfsson,M,2015,4,no,no,2015,9
SvB_BS_169,9789176517321,Britt-Marie var här,Fredrik Backman,M,Bonnier Audio,2017-07-01,bestseller,OTHER,Marie Richardson,F,2015,5,2015,4,no,no
SvB_BS_170,9789164233202,Mördar-Anders och hans vänner (samt en och annan ovän),Jonas Jonasson,M,Piratförlaget,2015-09-24,bestseller,OTHER,Björn Granath,M,2015,8,2016,5,2015,16
SvB_BS_171,9789176510742,Allt jag inte minns,Jonas Hassen Khemiri,M,Bonnier Audio,2015-09-01,bestseller,PRESTIGE,Hamadi Khemiri,M,2015,9,2016,10,no,no
SvB_BS_172,9789176510629,STHLM DELETE,Jens Lapidus,M,Bonnier Audio,2015-10-07,bestseller,CRIME,Jonas Malmsjö,M,2015,10,2016,20,2015,18
SvB_BS_173,9789164233196,Det är något som inte stämmer,Martina Haag,F,Piratförlaget,2015-11-20,bestseller,OTHER,Martina Haag,F,2015,11,2016,4,2015,10
SvB_BS_174,9789173487962,Playground,Lars Kepler,2,Bonnier Audio,2015-10-21,bestseller,CRIME,Angela Kovács,F,2015,12,no,no,no,no
SvB_BS_175,9789164233158,Järnblod,Liza Marklund,F,Piratförlaget,2015-06-18,bestseller,CRIME,Marie Richardson,F,2015,13,2016,13,2015,3
SvB_BS_176,9789187343933,Arvet efter dig,Jojo Moyes,F,Printz Publishing,2015-12-25,bestseller,OTHER,Gunilla Leining,F,2015,15,2016,2,2016,3
SvB_BS_177,9789164233004,Björndansen,Roslund & Thunberg,M,Piratförlaget,2014-05-28,bestseller,CRIME,Thomas Hanzon,M,2015,17,no,no,no,no
SvB_BS_178,9789113067537,Liv till varje pris,Kristina Sandberg,F,Norstedts,2014-11-27,bestseller,PRESTIGE,Andrea Irving,F,2015,18,no,no,no,no
SvB_BS_179,9789176510926,Konsten att höra hjärtslag,Jan-Philipp Sendker,M,Bonnier Audio,2015-07-17,bestseller,OTHER,Anna Maria Käll,F,no,no,2015,1,no,no
SvB_BS_180,9789187343858,Etthundra mil,Jojo Moyes,F,Printz Publishing,2015-10-13,bestseller,OTHER,Gunilla Leining,F,no,no,2015,2,no,no
SvB_BS_181,9789187343759,Sista brevet från din älskade,Jojo Moyes,F,Printz Publishing,2015-07-16,bestseller,OTHER,Gunilla Leining,F,no,no,2015,3,no,no
SvB_BS_182,9789187377860,Visning pågår,Sofie Sarenbrant,F,Stockholm Text,2014-04-02,bestseller,CRIME,Katarina Ewerlöf,F,no,no,2015,5,no,no
SvB_BS_183,9789113067513,Att föda ett barn,Kristina Sandberg,F,Norstedts,2014-12-23,bestseller,OTHER,Andrea Irving,F,no,no,2015,7,no,no
SvB_BS_184,9789164233066,Lotus blues,Kristina Ohlsson,F,Piratförlaget,2014-10-02,bestseller,CRIME,Oscar Skagerberg,M,no,no,2015,8,no,no
SvB_BS_185,9789173488136,Offer utan ansikte,Stefan Ahnhem,M,Bonnier Audio,2014-06-25,bestseller,CRIME,Magnus Roosmann,M,no,no,2015,9,no,no
SvB_BS_186,9789176470008,Öppnas i händelse av min död,Liane Moriarty,F,Bonnier Audio,2015-04-08,bestseller,OTHER,Kerstin Andersson,F,no,no,2015,11,no,no
SvB_BS_187,9789127141070,Stoner,John Williams,M,Natur & Kultur,2014-07-03,bestseller,OTHER,Björn Granath,M,no,no,2015,14,no,no
SvB_BS_188,9789173377508,I skymningen sjunger koltrasten,Linda Olsson,F,Brombergs,2015-12-17,bestseller,OTHER,Kristina Adolphson,F,no,no,2015,15,no,no
SvB_BS_189,9789173487986,I maktens skugga,Viveca Sten,F,Bonnier Audio,2014-05-15,bestseller,CRIME,Katarina Ewerlöf,F,no,no,2015,17,no,no
SvB_BS_190,9789175232508,Jakthundarna,Jørn Lier Horst,M,Word Audio Publishing,2014-03-27,bestseller,CRIME,Mattias Linderoth,M,no,no,2015,18,no,no
SvB_BS_191,9789113050881,Den stumma flickan,"Hans Rosenfeldt, Michael Hjorth",M,Norstedts,2014-09-25,bestseller,CRIME,Niklas Falk,M,no,no,2015,19,no,no
SvB_BS_192,9789164233325,Tre minuter,Roslund & Hellström,M,Piratförlaget,2016-05-26,bestseller,CRIME,Thomas Hanzon,M,2016,13,no,no,no,no
SvB_BS_193,9789176512579,Kaninjägaren,Lars Kepler,2,Bonnier Audio,2016-10-24,bestseller,CRIME,Jonas Malmsjö,M,2016,1,2017,13,2016,1
SvB_BS_194,9789176513354,Kan man dö två gånger? : En roman om ett brott,Leif G.W. Persson,M,Bonnier Audio,2016-09-23,bestseller,CRIME,Magnus Roosmann,M,2016,3,2017,18,2016,8
SvB_BS_195,9789164233356,Äkta amerikanska jeans,Jan Guillou,M,Piratförlaget,2016-08-31,bestseller,OTHER,Tomas Bolme,M,2016,5,no,no,no,no
SvB_BS_196,9789176512524,Simma med de drunknade,Lars Mytting,M,Bonnier Audio,2016-04-21,bestseller,OTHER,Johan Svensson,M,no,no,2016,7,no,no
SvB_BS_198,9789187885181,Avdelning 73,Sofie Sarenbrant,F,Word Audio Publishing,2015-04-21,bestseller,CRIME,Katarina Ewerlöf,F,no,no,2016,9,2015,4
SvB_BS_199,9789176511978,Det andra ansiktet,Mari Jungstedt,F,Bonnier Audio,2016-05-12,bestseller,CRIME,Katarina Ewerlöf,F,2016,11,2017,7,2016,4
SvB_BS_200,9789176512197,Störst av allt,Malin Persson Giolito,F,Bonnier Audio,2016-06-20,bestseller,CRIME,Lo Kauppi,F,2016,14,2017,2,2017,18
SvB_BS_201,9789176511565,Snövit ska dö,Nele Neuhaus,F,Bonnier Audio,2015-12-22,bestseller,CRIME,Gerhard Hoberstorfer,M,no,no,2016,16,no,no
SvB_BS_202,9789188345639,Glöm mig,Alex Schulman,M,Stockholm Text,2016-10-06,bestseller,OTHER,Alex Schulman,M,2016,16,2017,19,no,no
SvB_BS_204,9789127147362,I varje ögonblick är vi fortfarande vid liv,Tom Malmquist,M,Natur & Kultur,2015-10-08,bestseller,PRESTIGE,Björn Wahlberg,M,no,no,2016,18,no,no
SvB_BS_205,9789176512814,Kvinna inför rätta,Louise Doughty,F,Bonnier Audio,2016-05-31,bestseller,CRIME,Louise Raeder,F,no,no,2016,19,no,no
SvB_BS_206,9789187885358,Tiggaren,Sofie Sarenbrant,F,Word Audio Publishing,2016-05-23,bestseller,CRIME,Katarina Ewerlöf,F,2016,19,2017,6,2016,5
SvB_BS_207,9789188345851,Bakom din rygg,Sofie Sarenbrant,F,Stockholm Text,2017-05-22,bestseller,CRIME,Katarina Ewerlöf,F,2017,19,2018,7,2017,5
SvB_BS_208,9789164233745,1968,Jan Guillou,M,Piratförlaget,2017-08-24,bestseller,OTHER,Tomas Bolme,M,2017,9,no,no,no,no
SvB_BS_210,9789176512623,Arton grader minus,Stefan Ahnhem,M,Bonnier Audio,2016-10-13,bestseller,CRIME,Magnus Roosmann,M,no,no,2017,10,no,no
SvB_BS_211,9789176518359,Återstoden av dagen,Kazuo Ishiguro,M,Bonnier Audio,2017-11-22,bestseller,PRESTIGE,Reine Brynolfsson,M,2017,10,no,no,no,no
SvB_BS_213,9789176511282,Hjärtats innersta röst,Jan-Philipp Sendker,M,Bonnier Audio,2016-03-09,bestseller,OTHER,Anna Maria Käll,F,no,no,2017,12,no,no
SvB_BS_214,9789174616644,Vänd dig inte om,Tove Alsterdal,F,Lind & Co,2016-08-22,bestseller,CRIME,Gunilla Leining,F,no,no,2017,14,no,no
SvB_BS_215,9789113087009,De kommer att drunkna i sina mödrars tårar,Johannes Anyuru,M,Norstedts,2018-03-29,bestseller,PRESTIGE,Johannes Anyuru,M,2017,16,no,no,no,no
SvB_BS_216,9789176517086,Björnstad,Fredrik Backman,M,Bonnier Audio,2017-07-01,bestseller,OTHER,Marie Richardson,F,no,no,2017,16,no,no
SvB_BS_217,9789173431774,Italienska skor,Henning Mankell,M,Leopard Förlag,2018-02-23,bestseller,OTHER,Anton Körberg,M,2006,16,na,na,na,na
SvB_BS_218,9789173480888,Krigets gudar : Kejsaren IV,Conn Iggulden,M,Bonnier Audio,2009-10-13,bestseller,OTHER,Torsten Wahlund,M,2006,17,na,na,na,na
SvB_BS_219,9789113052953,Vänaste land,Åke Edwardson,M,Norstedts,2007-03-01,bestseller,CRIME,Torsten Wahlund,M,2006,18,na,na,na,na
SvB_BS_220,9789173481380,I denna ljuva sommartid,Mari Jungstedt,F,Bonnier Audio,2007-10-25,bestseller,CRIME,Katarina Ewerlöf,F,2007,12,na,na,na,na
SvB_BS_221,9789173134330,Lyckans hjul,Kajsa Ingemarsson,F,Norstedts,2007-08-01,bestseller,OTHER,Kajsa Ingemarsson,F,2007,13,na,na,na,na
SvB_BS_222,9789164231659,Flickan under gatan,Roslund & Hellström,M,Piratförlaget,2007-09-01,bestseller,CRIME,Shanti Roney,M,2007,16,na,na,na,na
SvB_BS_223,9789173481441,Tröstaren,Karin Wahlberg,F,Bonnier Audio,2007-09-21,bestseller,CRIME,Torsten Wahlund,M,2007,18,na,na,na,na
SvB_BS_224,9789173481618,Skumtimmen,Johan Theorin,M,Bonnier Audio,2007-09-21,bestseller,CRIME,Magnus Krepper,M,2007,19,na,na,na,na
SvB_BS_225,9789173483094,Tårtgeneralen,"Filip Hammar, Fredrik Wikingsson",M,Bonnier Audio,2009-11-20,bestseller,OTHER,"Filip Hammar, Fredrik Wikingsson",2,2009,13,na,na,na,na
SvB_BS_226,9789100185978,Ängelns lek,Carlos Ruiz Zafon,M,Bonnier Audio,2020-04-14,bestseller,OTHER,Niklas Falk,M,2009,14,na,na,na,na
SvB_BS_227,9789173483056,Matthandlare Olssons död,Karin Wahlberg,F,Bonnier Audio,2009-11-13,bestseller,CRIME,Torsten Wahlund,M,2009,17,na,na,na,na
SvB_BS_228,9789173483421,Bergens väktare : Erövraren III,Conn Iggulden,M,Bonnier Audio,2009-11-03,bestseller,OTHER,Torsten Wahlund,M,2009,18,na,na,na,na
SvB_BS_229,9789173482998,Maskarna på Carmine Street,Håkan Nesser,M,Bonnier Audio,2009-08-14,bestseller,CRIME,Håkan Nesser,M,2009,19,na,na,na,na
SvB_BS_230,9789173484190,Den farliga leken,Mari Jungstedt,F,Bonnier Audio,2010-05-21,bestseller,CRIME,Katarina Ewerlöf,F,2010,12,na,na,na,na
SvB_BS_231,9789173484183,De ensamma,Håkan Nesser,M,Bonnier Audio,2010-05-21,bestseller,CRIME,Håkan Nesser,M,2010,15,na,na,na,na
SvB_BS_232,9789170364501,Vårlik,Mons Kallentoft,M,Storyside,2010-05-01,bestseller,CRIME,Torsten Wahlund,M,2010,18,na,na,na,na
SvB_BS_237,9789170361180,Låt den rätte komma in,John Ajvide Lindqvist,M,Storyside,2008-10-01,bestseller,OTHER,John Ajvide Lindqvist,M,no,no,2009,2,na,na
SvB_BS_238,9789170369612,Shantaram,Gregory David Roberts,M,Brombergs,2007,bestseller,OTHER,Per Juhlin,M,no,no,2009,19,na,na
SvB_BS_240,9789113048802,Femtio nyanser av honom,E.L. James,F,Norstedts,2016-04-18,bestseller,OTHER,Julia Dufvenius,F,2012,1,na,na,na,na
SvB_BS_241,9789113048840,Femtio nyanser av mörker,E.L. James,F,Norstedts,2016-04-18,bestseller,OTHER,Julia Dufvenius,F,2012,3,na,na,na,na
SvB_BS_242,9789113092096,Morgon i Jenin,Susan Abulhawa,F,Norstedts,2019-03-13,bestseller,OTHER,Cecilia Nilsson,F,no,no,2012,19,na,na
SvB_BS_243,9789113048871,Femtio nyanser av frihet,E.L. James,F,Norstedts,2016-04-18,bestseller,OTHER,Julia Dufvenius,F,2013,1,na,na,na,na
SvB_BS_244,9789113072999,Min fantastiska väninna,Elena Ferrante,F,Norstedts,2016-03-24,bestseller,OTHER,Odile Nunes,F,2016,2,2017,5,no,no
SvB_BS_245,9789113075594,Hennes nya namn,Elena Ferrante,F,Norstedts,2016-10-11,bestseller,OTHER,Odile Nunes,F,2016,6,no,no,no,no
